,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Won,Lost,Won%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Pass Cmp,Pass Att,Cmp%,KP,1/3.1,PPA,CrsPA,PrgP,TotDist.1,PrgDist.1,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges,Challenge Att,Challenge%,Challenge Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
771,Benno Schmitz,RB,2023-2024,28,Germany,Köln,Bundesliga,22,1155,12.8,13,9,8,0,1,1,0,0,0,0,349.0,1573,847.0,27,22,2.0,6,0,433,47,502.0,709,70.8,5,41,16.0,6,70,7950.0,3765,258,301.0,85.7,189,261,72.4,39,88,44.3,27,15,20.0,7,0,17,34,50.0,17,19,4.0,15,7.0,34,29,0.0,14,22,38.9
772,Perr Schuurs,CB,2023-2024,23,Netherlands,Torino,Serie A,9,770,8.6,9,0,0,1,0,1,1,0,0,0,285.0,1289,562.0,9,6,0.0,9,5,296,4,359.0,406,88.4,0,17,1.0,1,19,6478.0,1868,141,155.0,91.0,187,199,94.0,27,41,65.9,20,12,11.0,8,1,3,9,33.3,6,10,2.0,8,9.0,29,23,0.0,15,9,62.5
773,Aleksandar Sedlar,CB,2023-2024,31,Serbia,Alavés,La Liga,11,946,10.5,11,0,1,1,0,1,1,0,0,0,247.0,1442,794.0,6,4,0.0,3,2,264,1,343.0,405,84.7,2,31,0.0,0,26,6944.0,2813,115,129.0,89.1,178,201,88.6,46,67,68.7,14,10,10.0,4,0,10,16,62.5,6,8,4.0,4,13.0,27,43,0.0,17,18,48.6
774,Alidu Seidu,CB,2023-2024,23,Ghana,Clermont Foot,Ligue 1,25,1724,19.2,20,5,3,0,1,1,0,0,0,0,938.0,6011,2673.0,30,33,1.0,24,9,827,27,932.0,1118,83.4,8,60,4.0,0,56,16513.0,4733,397,433.0,91.7,428,502,85.3,79,142,55.6,53,33,34.0,18,1,38,50,76.0,12,26,10.0,16,35.0,88,50,0.0,22,13,62.9
775,Nélson Semedo,RB,2023-2024,29,Portugal,Wolves,Premier League,36,3084,34.3,36,0,0,0,1,1,0,0,0,0,1237.0,7650,4324.0,103,63,14.0,57,36,1376,150,1474.0,1849,79.7,24,101,25.0,10,138,21759.0,7306,876,969.0,90.4,495,616,80.4,69,158,43.7,79,48,52.0,19,8,38,64,59.4,26,44,8.0,36,36.0,115,85,1.0,22,27,44.9
776,Marvin Senaya,RB,2023-2024,22,Togo,Strasbourg,Ligue 1,32,2138,23.8,23,9,1,1,1,2,1,0,0,0,875.0,5438,2495.0,48,43,6.0,37,12,802,81,871.0,1120,77.8,21,63,21.0,18,74,15097.0,5149,369,431.0,85.6,416,518,80.3,67,127,52.8,72,53,38.0,25,9,42,68,61.8,26,40,13.0,27,41.0,113,68,0.0,41,28,59.4
777,Marcos Senesi,CB,2023-2024,26,Argentina,Bournemouth,Premier League,31,2242,24.9,26,5,1,4,5,9,4,0,0,0,910.0,4789,3098.0,31,34,3.0,19,11,950,4,1005.0,1297,77.5,22,156,31.0,11,127,21763.0,9395,307,340.0,90.3,511,570,89.6,181,345,52.5,55,32,28.0,23,4,24,56,42.9,32,50,23.0,27,35.0,90,109,1.0,37,40,48.1
778,Luke Shaw,LB,2023-2024,28,England,Manchester Utd,Premier League,12,959,10.7,12,0,0,0,0,0,0,0,0,0,398.0,1854,832.0,10,11,1.0,14,6,435,30,531.0,648,81.9,13,33,7.0,0,45,8242.0,3114,273,306.0,89.2,201,237,84.8,31,65,47.7,11,8,7.0,3,1,9,15,60.0,6,18,11.0,7,6.0,17,39,0.0,13,10,56.5
779,Tim Siersleben,CB,2023-2024,23,Germany,Heidenheim,Bundesliga,14,910,10.1,10,4,19,0,0,0,0,0,0,0,362.0,2266,1424.0,12,4,0.0,7,2,452,1,456.0,559,81.6,3,39,0.0,0,48,9924.0,4378,127,145.0,87.6,246,270,91.1,81,137,59.1,27,11,21.0,6,0,8,20,40.0,12,16,10.0,6,21.0,48,29,1.0,13,11,54.2
780,Kiliann Sildillia,RB,2023-2024,21,France,Freiburg,Bundesliga,27,1806,20.1,20,7,4,0,1,1,0,0,0,0,716.0,4057,1865.0,22,20,1.0,24,10,778,58,847.0,1167,72.6,11,61,19.0,12,70,15116.0,5689,394,459.0,85.8,338,452,74.8,100,197,50.8,43,19,28.0,8,7,26,42,61.9,16,33,15.0,18,22.0,65,64,0.0,32,37,46.4
781,Caio Henrique Oliveira Silva,LWB,2023-2024,26,Brazil,Monaco,Ligue 1,9,623,6.9,7,2,2,0,5,5,0,0,0,0,354.0,1956,828.0,16,15,7.0,11,3,329,54,376.0,464,81.0,13,26,15.0,2,33,6295.0,2068,175,196.0,89.3,168,197,85.3,28,53,52.8,13,7,3.0,7,3,6,9,66.7,3,8,2.0,6,6.0,19,9,0.0,2,5,28.6
782,Thiago Silva,CB,2023-2024,38,Brazil,Chelsea,Premier League,31,2527,28.1,28,3,5,3,1,4,3,0,0,0,1623.0,6862,3867.0,2,11,0.0,7,1,1891,5,2166.0,2287,94.7,9,125,10.0,1,102,38542.0,15513,887,918.0,96.6,1119,1157,96.7,143,186,76.9,29,15,22.0,6,1,20,34,58.8,14,33,24.0,9,26.0,55,153,4.0,51,26,66.2
783,Mohamed Simakan,CB,2023-2024,23,France,RB Leipzig,Bundesliga,32,2138,23.8,23,9,0,2,3,5,2,0,0,0,1132.0,5202,2747.0,34,22,8.0,27,9,1253,76,1347.0,1573,85.6,15,107,5.0,2,106,23904.0,8042,530,594.0,89.2,720,790,91.1,83,152,54.6,48,29,28.0,19,1,32,44,72.7,12,36,14.0,22,29.0,77,69,0.0,60,36,62.5
784,Jan-Carlo Simic,CB,2023-2024,18,Serbia,Milan,Serie A,4,146,1.6,0,4,13,1,0,1,1,0,0,0,43.0,245,125.0,0,0,0.0,0,0,54,0,59.0,64,92.2,0,3,0.0,0,6,1039.0,291,18,18.0,100.0,40,40,100.0,1,6,16.7,1,1,1.0,0,0,0,0,,0,5,4.0,1,0.0,1,3,0.0,2,2,50.0
785,Wilfried Singo,CB,2023-2024,22,Ivory Coast,Monaco,Ligue 1,25,2187,24.3,24,1,0,1,1,2,1,0,0,0,1289.0,7409,3456.0,38,48,3.0,18,7,1122,31,1282.0,1490,86.0,14,125,15.0,3,145,24364.0,8674,460,508.0,90.6,633,706,89.7,158,229,69.0,34,25,18.0,14,2,17,26,65.4,9,27,14.0,13,51.0,85,81,2.0,63,29,68.5
786,Daley Sinkgraven,LB,2023-2024,28,Netherlands,Las Palmas,La Liga,11,388,4.3,6,5,17,0,0,0,0,0,0,0,168.0,660,285.0,3,4,0.0,3,2,198,8,237.0,276,85.9,0,19,3.0,0,17,3245.0,930,157,165.0,95.2,62,77,80.5,8,16,50.0,11,5,6.0,5,0,2,8,25.0,6,5,3.0,2,6.0,17,9,0.0,5,1,83.3
787,Jailson Siqueira,CB,2023-2024,27,Brazil,Celta Vigo,La Liga,14,897,10.0,9,5,5,0,1,1,0,0,0,0,377.0,2080,1358.0,16,12,1.0,9,9,383,8,406.0,488,83.2,2,48,4.0,1,38,6877.0,2995,179,197.0,90.9,186,213,87.3,29,51,56.9,27,18,22.0,5,0,13,24,54.2,11,13,5.0,8,12.0,39,32,0.0,17,25,40.5
788,Leo Skiri Østigård,CB,2023-2024,23,Norway,Napoli,Serie A,25,1625,18.1,18,7,11,1,0,1,1,0,0,0,872.0,4462,2440.0,13,7,0.0,4,2,1050,3,1172.0,1339,87.5,3,68,4.0,0,76,22293.0,8252,377,411.0,91.7,671,723,92.8,110,177,62.1,24,12,13.0,10,1,6,11,54.5,5,18,12.0,6,16.0,40,65,0.0,58,25,69.9
789,Milan Škriniar,CB,2023-2024,28,Slovakia,Paris S-G,Ligue 1,24,1629,18.1,17,7,1,0,0,0,0,0,0,0,1630.0,7441,3525.0,5,11,0.0,6,1,1541,1,1735.0,1820,95.3,1,89,0.0,0,61,32486.0,9850,558,588.0,94.9,1032,1059,97.5,126,146,86.3,24,18,17.0,7,0,14,22,63.6,8,19,10.0,9,12.0,36,51,2.0,25,26,49.0
790,Chris Smalling,CB,2023-2024,33,England,Roma,Serie A,8,390,4.3,4,4,7,0,0,0,0,0,0,0,161.0,896,466.0,1,3,0.0,2,1,174,2,197.0,228,86.4,1,7,0.0,0,13,3810.0,1394,61,69.0,88.4,122,132,92.4,13,20,65.0,1,1,1.0,0,0,1,4,25.0,3,6,5.0,1,5.0,6,8,0.0,22,7,75.9
791,Adam Smith,RB,2023-2024,32,England,Bournemouth,Premier League,28,2150,23.9,25,3,6,0,2,2,0,0,0,0,521.0,2455,1022.0,24,22,3.0,14,7,580,28,782.0,1025,76.3,17,58,23.0,17,89,12722.0,5225,397,443.0,89.6,325,401,81.0,51,141,36.2,37,23,18.0,11,8,19,39,48.7,20,28,11.0,17,21.0,58,62,0.0,18,22,45.0
792,Hrvoje Smolčić,CB,2023-2024,22,Croatia,Eint Frankfurt,Bundesliga,11,347,3.9,3,8,20,1,0,1,1,0,0,0,213.0,1062,557.0,0,1,0.0,1,2,259,0,285.0,321,88.8,1,10,0.0,0,14,5288.0,1981,87,102.0,85.3,172,181,95.0,21,32,65.6,7,3,7.0,0,0,4,5,80.0,1,3,1.0,2,6.0,13,23,1.0,14,12,53.8
793,Cédric Soares,RB,2023-2024,31,Portugal,Arsenal,Premier League,3,62,0.7,0,3,15,0,0,0,0,0,0,0,37.0,139,69.0,0,0,0.0,0,0,56,6,60.0,69,87.0,0,4,0.0,0,3,905.0,157,39,41.0,95.1,15,17,88.2,5,8,62.5,0,0,0.0,0,0,0,0,,0,0,0.0,0,0.0,0,0,0.0,0,1,0.0
794,Danilo Soares,LB,2023-2024,31,Brazil,Bochum,Bundesliga,5,351,3.9,3,2,11,0,0,0,0,0,0,0,93.0,447,173.0,3,1,0.0,6,2,95,8,124.0,179,69.3,3,12,3.0,0,15,2028.0,942,65,75.0,86.7,50,79,63.3,8,20,40.0,10,6,5.0,3,2,5,8,62.5,3,6,0.0,6,7.0,17,11,0.0,4,7,36.4
795,Eduard Sobol,LB,2023-2024,28,Ukraine,Strasbourg,Ligue 1,3,25,0.3,0,3,11,0,0,0,0,0,0,0,10.0,114,69.0,2,3,0.0,0,0,9,0,8.0,13,61.5,0,0,0.0,0,1,128.0,55,3,3.0,100.0,5,7,71.4,0,2,0.0,0,0,0.0,0,0,0,0,,0,0,0.0,0,0.0,0,1,0.0,0,0,
796,Brandon Soppy,RWB,2023-2024,21,France,Torino,Serie A,5,178,2.0,2,3,6,0,0,0,0,0,0,0,56.0,368,180.0,9,3,2.0,2,1,56,3,68.0,92,73.9,1,3,3.0,1,6,1009.0,330,38,42.0,90.5,22,32,68.8,5,9,55.6,2,2,1.0,1,0,2,6,33.3,4,2,0.0,2,0.0,2,3,1.0,0,1,0.0
797,Saidou Sow,CB,2023-2024,21,Guinea,Strasbourg,Ligue 1,10,719,8.0,8,2,12,0,1,1,0,0,0,0,315.0,1797,1010.0,1,3,0.0,3,3,281,0,301.0,353,85.3,2,24,3.0,0,24,5779.0,1946,98,108.0,90.7,175,186,94.1,23,50,46.0,20,12,17.0,3,0,9,13,69.2,4,7,4.0,3,12.0,32,36,3.0,14,8,63.6
798,Çağlar Söyüncü,CB,2023-2024,27,Turkey,Atlético Madrid,La Liga,6,114,1.3,1,5,8,0,0,0,0,0,0,0,65.0,337,150.0,2,2,1.0,0,2,65,0,71.0,81,87.7,0,4,1.0,0,6,1249.0,407,29,31.0,93.5,39,43,90.7,2,5,40.0,1,1,1.0,0,0,0,0,,0,1,0.0,1,1.0,2,7,0.0,1,0,100.0
799,Djed Spence,RB,2023-2024,22,England,Genoa,Serie A,16,859,9.5,8,8,2,0,0,0,0,0,0,0,220.0,1324,639.0,17,15,4.0,12,16,244,31,272.0,342,79.5,6,17,9.0,6,25,4216.0,1253,148,166.0,89.2,93,127,73.2,19,29,65.5,16,10,12.0,4,0,8,10,80.0,2,20,5.0,15,8.0,24,28,0.0,12,14,46.2
800,Leonardo Spinazzola,LB,2023-2024,30,Italy,Roma,Serie A,24,1312,14.6,15,9,6,1,2,3,1,0,0,0,604.0,5548,3161.0,108,61,22.0,16,4,652,74,663.0,849,78.1,27,32,48.0,21,52,11631.0,3209,300,333.0,90.1,299,373,80.2,56,102,54.9,15,7,10.0,5,0,8,18,44.4,10,8,2.0,6,3.0,18,15,0.0,6,6,50.0
801,Josip Stanišić,CB,2023-2024,23,Croatia,Leverkusen,Bundesliga,20,1261,14.0,13,7,12,3,1,4,3,0,0,0,729.0,4356,2590.0,49,37,4.0,14,5,877,63,961.0,1077,89.2,11,88,20.0,4,92,14733.0,4167,564,593.0,95.1,316,349,90.5,63,93,67.7,38,20,19.0,13,6,22,33,66.7,11,18,3.0,15,9.0,47,26,0.0,12,14,46.2
802,Carl Starfelt,CB,2023-2024,28,Sweden,Celta Vigo,La Liga,27,2216,24.6,26,1,7,1,0,1,1,0,0,0,614.0,2485,1142.0,5,2,1.0,6,1,698,1,907.0,1035,87.6,2,31,1.0,0,38,16597.0,6106,334,368.0,90.8,508,551,92.2,56,93,60.2,36,30,30.0,5,1,19,28,67.9,9,35,28.0,7,34.0,70,159,2.0,72,35,67.3
803,Niklas Stark,CB,2023-2024,28,Germany,Werder Bremen,Bundesliga,17,1088,12.1,12,5,3,2,0,2,2,0,0,0,375.0,1904,1062.0,5,3,0.0,4,1,433,1,475.0,595,79.8,0,32,3.0,0,37,9883.0,4445,138,167.0,82.6,262,290,90.3,73,124,58.9,26,15,13.0,11,2,12,18,66.7,6,14,7.0,7,19.0,45,61,1.0,29,23,55.8
804,Pascal Stenzel,RB,2023-2024,27,Germany,Stuttgart,Bundesliga,23,1064,11.8,14,9,9,0,5,5,0,0,0,0,491.0,2454,1346.0,34,31,1.0,16,6,595,46,715.0,824,86.8,15,66,25.0,8,85,13536.0,3889,304,330.0,92.1,293,327,89.6,104,134,77.6,18,8,7.0,9,2,10,30,33.3,20,22,8.0,14,15.0,33,26,0.0,9,17,34.6
805,Leonidas Stergiou,CB,2023-2024,21,Switzerland,Stuttgart,Bundesliga,15,594,6.6,6,9,17,1,0,1,1,0,0,0,186.0,808,335.0,6,5,0.0,6,2,272,22,308.0,364,84.6,5,18,7.0,5,17,4390.0,1434,185,203.0,91.1,107,123,87.0,9,21,42.9,15,8,7.0,7,1,9,13,69.2,4,8,1.0,7,5.0,20,13,0.0,4,9,30.8
806,John Stones,CB,2023-2024,29,England,Manchester City,Premier League,16,1064,11.8,12,4,11,1,0,1,1,0,0,0,596.0,3319,1646.0,16,24,1.0,5,6,742,24,781.0,839,93.1,6,53,1.0,0,57,12375.0,2872,402,426.0,94.4,322,335,96.1,41,54,75.9,2,1,1.0,0,1,0,3,0.0,3,11,7.0,4,10.0,12,21,0.0,14,5,73.7
807,Álex Suárez,RB,2023-2024,30,Spain,Las Palmas,La Liga,32,2562,28.5,30,2,5,2,0,2,2,0,0,0,986.0,4052,2044.0,12,15,0.0,16,11,1211,15,1396.0,1613,86.5,6,102,8.0,3,109,23196.0,9326,680,733.0,92.8,580,649,89.4,96,169,56.8,53,36,33.0,15,5,31,37,83.8,6,33,14.0,19,18.0,71,84,0.0,47,47,50.0
808,Damián Suárez,RB,2023-2024,35,Uruguay,Getafe,La Liga,16,1299,14.4,15,1,1,0,2,2,0,0,0,0,310.0,1476,743.0,20,11,4.0,19,6,363,47,436.0,638,68.3,17,50,13.0,8,58,7921.0,3538,221,256.0,86.3,151,212,71.2,56,135,41.5,36,21,16.0,16,4,26,45,57.8,19,13,3.0,10,10.0,46,31,0.0,9,9,50.0
809,Gabriel Suazo,LB,2023-2024,25,Chile,Toulouse,Ligue 1,31,2357,26.2,27,4,1,0,4,4,0,0,0,0,1134.0,5782,2567.0,44,50,9.0,33,16,1036,166,1163.0,1482,78.5,43,72,45.0,11,114,18986.0,6659,566,644.0,87.9,491,614,80.0,79,149,53.0,66,32,40.0,19,7,38,86,44.2,48,37,4.0,33,26.0,92,33,0.0,17,20,45.9
810,Niklas Süle,CB,2023-2024,27,Germany,Dortmund,Bundesliga,23,1514,16.8,14,9,9,1,0,1,1,0,0,0,1062.0,5019,2689.0,19,13,0.0,3,6,1266,9,1401.0,1505,93.1,5,77,6.0,1,83,26854.0,8405,497,519.0,95.8,741,780,95.0,149,180,82.8,18,10,14.0,3,1,11,16,68.8,5,25,14.0,11,25.0,43,58,2.0,22,14,61.1
811,Abakar Sylla,CB,2023-2024,20,Ivory Coast,Strasbourg,Ligue 1,22,1792,19.9,19,3,9,2,0,2,2,0,0,0,1060.0,5999,3215.0,8,11,0.0,14,7,962,2,1111.0,1266,87.8,5,52,4.0,0,72,19769.0,6698,436,473.0,92.2,567,618,91.7,81,139,58.3,54,23,30.0,19,5,29,40,72.5,11,40,11.0,29,26.0,80,70,2.0,32,21,60.4
812,Dembo Sylla,RB,2023-2024,20,Guinea,Lorient,Ligue 1,1,45,0.5,0,1,4,0,0,0,0,0,0,0,21.0,68,12.0,0,1,0.0,1,1,21,6,19.0,22,86.4,0,0,1.0,0,1,378.0,24,9,9.0,100.0,7,8,87.5,3,4,75.0,1,1,0.0,1,0,0,0,,0,0,0.0,0,1.0,2,2,0.0,0,0,
813,Issiaga Sylla,LB,2023-2024,29,Guinea,Montpellier,Ligue 1,19,1455,16.2,17,2,1,1,2,3,1,0,0,0,531.0,3116,1562.0,29,21,2.0,30,14,452,51,528.0,719,73.4,16,34,10.0,7,43,9051.0,3985,242,300.0,80.7,218,271,80.4,51,108,47.2,28,17,20.0,6,2,16,34,47.1,18,21,7.0,14,23.0,51,53,0.0,18,15,54.5
814,Attila Szalai,CB,2023-2024,25,Hungary,Freiburg,Bundesliga,7,391,4.3,4,3,26,0,0,0,0,0,0,0,178.0,626,355.0,3,3,1.0,1,2,193,3,189.0,250,75.6,3,12,3.0,1,18,3313.0,1699,73,85.0,85.9,96,116,82.8,14,38,36.8,4,2,4.0,0,0,2,6,33.3,4,11,4.0,7,2.0,6,18,1.0,7,7,50.0
815,Nicolás Tagliafico,LB,2023-2024,30,Argentina,Lyon,Ligue 1,25,2123,23.6,25,0,0,3,1,4,3,0,0,0,954.0,4778,2019.0,32,27,4.0,13,12,897,119,999.0,1175,85.0,18,82,20.0,5,105,15340.0,5299,513,565.0,90.8,398,455,87.5,52,87,59.8,54,34,23.0,22,9,22,49,44.9,27,25,8.0,17,28.0,82,43,0.0,20,15,57.1
816,Jonathan Tah,CB,2023-2024,27,Germany,Leverkusen,Bundesliga,31,2631,29.2,30,1,2,4,1,5,4,0,0,0,1557.0,8072,4568.0,17,26,1.0,11,5,1812,4,2070.0,2193,94.4,5,164,1.0,0,133,32998.0,13638,1045,1077.0,97.0,908,962,94.4,89,110,80.9,19,9,10.0,7,2,5,16,31.3,11,28,23.0,5,23.0,42,97,1.0,62,22,73.8
817,Montassar Talbi,CB,2023-2024,25,Tunisia,Lorient,Ligue 1,25,2204,24.5,25,0,1,0,0,0,0,0,0,0,1034.0,6757,3816.0,15,12,0.0,23,4,935,7,1008.0,1188,84.8,7,77,7.0,0,88,18865.0,7775,332,365.0,91.0,575,619,92.9,84,174,48.3,38,22,23.0,13,2,19,32,59.4,13,39,23.0,16,32.0,70,114,0.0,51,37,58.0
818,Adrien Tameze,CB,2023-2024,29,Cameroon,Torino,Serie A,29,2146,23.8,25,4,3,0,2,2,0,0,0,0,866.0,4076,1818.0,22,25,2.0,20,17,981,39,1106.0,1276,86.7,19,81,10.0,3,90,18937.0,5466,462,506.0,91.3,549,605,90.7,68,101,67.3,35,16,13.0,18,4,18,37,48.6,19,24,11.0,13,47.0,82,25,2.0,30,39,43.5
819,Edmond Tapsoba,CB,2023-2024,24,Burkina Faso,Leverkusen,Bundesliga,28,2087,23.2,23,5,2,0,1,1,0,0,0,0,1495.0,8947,5271.0,49,45,1.0,13,7,1599,12,1795.0,1973,91.0,9,193,8.0,0,164,29578.0,12526,878,930.0,94.4,758,813,93.2,118,167,70.7,34,25,17.0,15,2,17,24,70.8,7,21,10.0,11,24.0,58,52,3.0,40,38,51.3
820,Matt Targett,LB,2023-2024,27,England,Newcastle Utd,Premier League,3,78,0.9,1,2,8,0,0,0,0,0,0,0,34.0,153,91.0,1,1,0.0,0,0,33,0,36.0,41,87.8,1,2,0.0,0,2,657.0,188,13,13.0,100.0,17,18,94.4,6,9,66.7,2,0,1.0,1,0,1,1,100.0,0,1,0.0,1,0.0,2,2,0.0,0,3,0.0
821,James Tarkowski,CB,2023-2024,30,England,Everton,Premier League,38,3419,38.0,38,0,0,1,1,2,1,0,0,0,918.0,5010,3073.0,15,12,0.0,16,16,1076,20,1195.0,1550,77.1,22,127,23.0,3,130,25219.0,10527,396,474.0,83.5,588,683,86.1,196,335,58.5,61,42,46.0,14,1,27,48,56.3,21,82,56.0,26,56.0,117,191,2.0,140,61,69.7
822,César Tárrega,CB,2023-2024,21,Spain,Valencia,La Liga,1,8,0.1,0,1,10,0,0,0,0,0,0,0,3.0,5,0.0,0,0,0.0,0,0,3,0,5.0,5,100.0,0,0,0.0,0,0,90.0,22,1,1.0,100.0,4,4,100.0,0,0,,0,0,0.0,0,0,0,0,,0,0,0.0,0,0.0,0,2,0.0,0,0,
823,Nuno Tavares,LB,2023-2024,23,Portugal,Nott'ham Forest,Premier League,8,457,5.1,5,3,5,0,0,0,0,0,0,0,166.0,940,564.0,14,12,2.0,10,4,186,12,201.0,274,73.4,2,14,2.0,0,24,2954.0,1132,117,136.0,86.0,69,96,71.9,11,28,39.3,11,7,9.0,1,1,8,9,88.9,1,6,0.0,6,1.0,12,21,0.0,3,2,60.0
824,Charlie Taylor,LB,2023-2024,29,England,Burnley,Premier League,28,2331,25.9,25,3,2,1,1,2,1,0,0,0,723.0,3259,1497.0,36,18,5.0,18,10,861,81,995.0,1312,75.8,15,69,19.0,14,82,16535.0,5292,520,590.0,88.1,380,488,77.9,76,169,45.0,35,20,19.0,14,2,17,35,48.6,18,27,11.0,16,19.0,54,78,0.0,41,38,51.9
825,Jackson Tchatchoua,RB,2023-2024,21,Cameroon,Hellas Verona,Serie A,26,1725,19.2,19,7,7,0,2,2,0,0,0,0,410.0,2302,1185.0,34,24,5.0,9,5,416,66,604.0,799,75.6,15,48,22.0,18,53,9562.0,3708,324,355.0,91.3,222,299,74.2,42,102,41.2,39,26,25.0,12,2,23,48,47.9,25,17,7.0,10,23.0,62,49,2.0,13,13,50.0
826,Enzo Tchato,RB,2023-2024,20,Cameroon,Montpellier,Ligue 1,17,1125,12.5,11,6,14,0,0,0,0,0,0,0,462.0,2825,1543.0,26,31,3.0,9,2,425,57,478.0,639,74.8,7,45,15.0,11,46,8024.0,3281,227,267.0,85.0,192,244,78.7,44,101,43.6,26,17,18.0,4,4,11,25,44.0,14,20,7.0,13,11.0,37,25,0.0,10,11,47.6
827,Nathan Tella,RWB,2023-2024,24,Nigeria,Leverkusen,Bundesliga,24,819,9.1,8,16,8,5,2,7,5,0,0,0,296.0,1791,970.0,35,15,16.0,18,15,340,114,279.0,351,79.5,14,9,18.0,5,28,3946.0,979,175,195.0,89.7,86,107,80.4,8,23,34.8,13,8,6.0,5,2,5,10,50.0,5,10,0.0,10,3.0,16,8,0.0,5,9,35.7
828,Nahuel Tenaglia,CB,2023-2024,27,Argentina,Alavés,La Liga,25,1141,12.7,11,14,9,1,0,1,1,0,0,0,247.0,1662,1020.0,17,10,1.0,6,5,268,24,330.0,454,72.7,6,33,6.0,3,45,6427.0,3084,121,144.0,84.0,166,203,81.8,39,84,46.4,29,19,22.0,4,3,16,28,57.1,12,14,8.0,6,12.0,41,59,0.0,25,18,58.1
829,Filippo Terracciano,LB,2023-2024,20,Italy,Hellas Verona,Serie A,21,1372,15.2,15,6,16,0,1,1,0,0,0,0,497.0,2933,1410.0,26,23,1.0,19,20,496,29,545.0,753,72.4,18,49,14.0,10,52,9867.0,4331,246,287.0,85.7,237,314,75.5,55,118,46.6,32,21,24.0,7,1,18,34,52.9,16,27,6.0,21,20.0,52,18,0.0,19,18,51.4
830,Kenny Tete,RB,2023-2024,27,Netherlands,Fulham,Premier League,14,867,9.6,10,4,14,1,0,1,1,0,0,0,303.0,1400,650.0,20,15,2.0,10,3,366,38,418.0,523,79.9,3,45,10.0,7,54,6413.0,2614,236,269.0,87.7,146,181,80.7,27,44,61.4,27,17,19.0,6,2,11,19,57.9,8,10,3.0,7,16.0,43,35,0.0,5,5,50.0
831,Arthur Theate,CB,2023-2024,23,Belgium,Rennes,Ligue 1,28,2296,25.5,27,1,3,2,0,2,2,0,0,0,1413.0,9027,5220.0,33,36,3.0,16,3,1307,24,1444.0,1640,88.0,6,129,7.0,4,151,28379.0,10833,445,479.0,92.9,821,880,93.3,153,237,64.6,30,17,19.0,6,5,24,37,64.9,13,40,23.0,17,31.0,61,90,2.0,41,22,65.1
832,Malick Thiaw,CB,2023-2024,21,Germany,Milan,Serie A,21,1619,18.0,19,2,3,0,1,1,0,0,0,0,900.0,4823,2501.0,15,6,0.0,7,5,983,1,1084.0,1184,91.6,4,62,2.0,0,70,20626.0,6291,366,389.0,94.1,628,664,94.6,85,115,73.9,34,17,15.0,17,2,12,25,48.0,13,23,13.0,10,13.0,47,55,0.0,37,21,63.8
833,Luke Thomas,LB,2023-2024,22,England,Sheffield Utd,Premier League,12,917,10.2,11,1,4,0,0,0,0,0,0,0,191.0,803,391.0,8,7,1.0,11,5,230,22,234.0,319,73.4,2,23,5.0,2,33,3866.0,1408,115,133.0,86.5,96,121,79.3,19,44,43.2,20,9,13.0,6,1,8,14,57.1,6,23,5.0,18,10.0,30,27,0.0,10,15,40.0
834,Kieran Tierney,LB,2023-2024,26,Scotland,Real Sociedad,La Liga,20,1238,13.8,14,6,4,0,2,2,0,0,0,0,522.0,2201,1177.0,22,21,2.0,13,3,600,39,690.0,904,76.3,8,73,12.0,4,77,12195.0,5053,292,326.0,89.6,329,390,84.4,62,150,41.3,37,24,16.0,18,3,18,27,66.7,9,22,8.0,14,10.0,47,45,0.0,16,20,44.4
835,Antonio Tikvić,CB,2023-2024,19,Croatia,Udinese,Serie A,1,1,0.0,0,1,33,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,,0,0,0.0,0,0,0.0,0,0,0.0,,0,0,,0,0,,0,0,0.0,0,0,0,0,,0,0,0.0,0,0.0,0,0,0.0,0,0,
836,Jurriën Timber,CB,2023-2024,22,Netherlands,Arsenal,Premier League,2,71,0.8,1,1,0,0,0,0,0,0,0,0,61.0,249,121.0,0,3,0.0,0,1,61,5,66.0,74,89.2,0,11,0.0,0,8,982.0,221,35,36.0,97.2,30,33,90.9,1,2,50.0,2,2,1.0,1,0,0,0,,0,1,0.0,1,0.0,2,1,0.0,1,1,50.0
837,Jean-Clair Todibo,CB,2023-2024,23,France,Nice,Ligue 1,30,2651,29.5,30,0,0,0,2,2,0,0,0,0,2247.0,11972,6410.0,32,19,1.0,19,9,2061,11,2228.0,2487,89.6,9,113,7.0,1,150,38405.0,14380,982,1034.0,95.0,1068,1136,94.0,143,265,54.0,58,28,35.0,17,6,34,56,60.7,22,34,15.0,19,38.0,96,97,1.0,39,26,60.0
