,Player,Pos,Season,Age,Team,Comp,Ideal Archetype
0,Keyliane Abdallah,RW,2023-2024,17.0,Marseille,Ligue 1,Classic Winger
2,Zakaria Aboukhlal,RW,2023-2024,23.0,Toulouse,Ligue 1,Classic Winger
4,Bénie Adama Traore,LW,2023-2024,20.0,2 Teams,2 Comps,Classic Winger
9,Karim Adeyemi,LW,2023-2024,21.0,Dortmund,Bundesliga,Classic Winger
10,Simon Adingra,RW,2023-2024,21.0,Brighton,Premier League,Inverted Winger
11,Brandon Aguilera,RW,2023-2024,20.0,Nott'ham Forest,Premier League,Classic Winger
13,Marley Aké,LW,2023-2024,22.0,Udinese,Serie A,Classic Winger
15,Mohamed Ali Cho,LW,2023-2024,19.0,2 Teams,2 Comps,Inverted Winger
16,Faride Alidou,RW,2023-2024,22.0,Köln,Bundesliga,Inverted Winger
18,Miguel Almirón,RW,2023-2024,29.0,Newcastle Utd,Premier League,Inverted Winger
19,Pontus Almqvist,RW,2023-2024,24.0,Lecce,Serie A,Inverted Winger
20,Papa Amadou Diallo,LW,2023-2024,19.0,Metz,Ligue 1,Classic Winger
22,Amath,RW,2023-2024,27.0,Mallorca,La Liga,Classic Winger
24,Felipe Anderson,RW,2023-2024,30.0,Lazio,Serie A,Inverted Winger
26,Jaidon Anthony,LW,2023-2024,23.0,Bournemouth,Premier League,Classic Winger
28,Antony,RW,2023-2024,23.0,Manchester Utd,Premier League,Inverted Winger
29,Christopher Antwi-Adjei,LW,2023-2024,29.0,Bochum,Bundesliga,Inverted Winger
30,Stredair Appuah,LW,2023-2024,19.0,Nantes,Ligue 1,Classic Winger
32,Adu Ares,RW,2023-2024,21.0,Athletic Club,La Liga,Classic Winger
34,José Arnaiz,LW,2023-2024,28.0,Osasuna,La Liga,Classic Winger
35,Hákon Arnar Haraldsson,LW,2023-2024,20.0,Lille,Ligue 1,Inverted Winger
37,Takuma Asano,RW,2023-2024,28.0,Bochum,Bundesliga,Inverted Winger
38,Marco Asensio,RW,2023-2024,27.0,Paris S-G,Ligue 1,Inverted Winger
39,Joel Asoro,RW,2023-2024,24.0,Metz,Ligue 1,Classic Winger
42,Ezequiel Ávila,RW,2023-2024,29.0,2 Teams,La Liga,Inverted Winger
45,Jordan Ayew,LW,2023-2024,31.0,Crystal Palace,Premier League,Inverted Winger
48,Jaime Báez,LW,2023-2024,28.0,Frosinone,Serie A,Classic Winger
49,Leon Bailey,RW,2023-2024,25.0,Aston Villa,Premier League,Inverted Winger
51,Dilane Bakwa,RW,2023-2024,20.0,Strasbourg,Ligue 1,Inverted Winger
52,Aliou Baldé,RW,2023-2024,20.0,Nice,Ligue 1,Classic Winger
55,Samuel Bamba,LW,2023-2024,19.0,Dortmund,Bundesliga,Classic Winger
56,Lameck Banda,LW,2023-2024,22.0,Lecce,Serie A,Inverted Winger
57,Mamady Bangré,RW,2023-2024,22.0,Toulouse,Ligue 1,Classic Winger
58,Léo Baptistão,RW,2023-2024,30.0,Almería,La Liga,Inverted Winger
59,Bradley Barcola,LW,2023-2024,20.0,2 Teams,Ligue 1,Inverted Winger
60,Kike Barja,LW,2023-2024,26.0,Osasuna,La Liga,Classic Winger
61,Harvey Barnes,LW,2023-2024,25.0,Newcastle Utd,Premier League,Classic Winger
62,Ander Barrenetxea,LW,2023-2024,21.0,Real Sociedad,La Liga,Inverted Winger
73,Saïd Benrahma,LW,2023-2024,27.0,2 Teams,2 Comps,Inverted Winger
74,Domenico Berardi,RW,2023-2024,28.0,Sassuolo,Serie A,Inverted Winger
75,Álex Berenguer,LW,2023-2024,28.0,Athletic Club,La Liga,Inverted Winger
76,Mergim Berisha,RW,2023-2024,25.0,2 Teams,Bundesliga,Classic Winger
77,Jan-Niklas Beste,LW,2023-2024,24.0,Heidenheim,Bundesliga,Inverted Winger
80,Ludovic Blas,RW,2023-2024,25.0,Rennes,Ligue 1,Inverted Winger
82,Benicio Boaitey,LW,2023-2024,19.0,Brighton,Premier League,Classic Winger
83,Oscar Bobb,RW,2023-2024,20.0,Manchester City,Premier League,Classic Winger
84,Jeremie Boga,LW,2023-2024,26.0,Nice,Ligue 1,Inverted Winger
88,Ângelo Borges,RW,2023-2024,18.0,Strasbourg,Ligue 1,Inverted Winger
93,Bilal Boutobba,RW,2023-2024,24.0,Clermont Foot,Ligue 1,Inverted Winger
94,Jarrod Bowen,RW,2023-2024,26.0,West Ham,Premier League,Inverted Winger
96,Bilal Brahimi,RW,2023-2024,23.0,2 Teams,Ligue 1,Classic Winger
97,Josip Brekalo,LW,2023-2024,25.0,Fiorentina,Serie A,Classic Winger
102,David Brooks,RW,2023-2024,26.0,Bournemouth,Premier League,Classic Winger
105,Facundo Buonanotte,RW,2023-2024,18.0,Brighton,Premier League,Inverted Winger
107,Oliver Burke,RW,2023-2024,26.0,Werder Bremen,Bundesliga,Classic Winger
118,Luigi Canotto,RW,2023-2024,29.0,Frosinone,Serie A,Classic Winger
121,Josué Casimir,RW,2023-2024,21.0,Le Havre,Ligue 1,Inverted Winger
122,Giuseppe Caso,LW,2023-2024,24.0,Frosinone,Serie A,Classic Winger
124,Samu Castillejo,RW,2023-2024,28.0,Sassuolo,Serie A,Classic Winger
126,Gaetano Castrovilli,LW,2023-2024,26.0,Fiorentina,Serie A,Classic Winger
127,Ivan Cavaleiro,LW,2023-2024,29.0,Lille,Ligue 1,Classic Winger
128,Emil Ceide,LW,2023-2024,21.0,Sassuolo,Serie A,Classic Winger
129,Václav Černý,RW,2023-2024,25.0,Wolfsburg,Bundesliga,Classic Winger
134,Federico Chiesa,RW,2023-2024,25.0,Juventus,Serie A,Inverted Winger
136,Samuel Chukwueze,RW,2023-2024,24.0,Milan,Serie A,Classic Winger
137,Ibrahim Cissoko,LW,2023-2024,20.0,Toulouse,Ligue 1,Classic Winger
139,Kingsley Coman,RW,2023-2024,27.0,Bayern Munich,Bundesliga,Classic Winger
140,Jeppe Corfitzen,RW,2023-2024,18.0,Lecce,Serie A,Classic Winger
144,Oscar Cortés,LW,2023-2024,19.0,Lens,Ligue 1,Classic Winger
145,Tanguy Coulibaly,LW,2023-2024,22.0,Montpellier,Ligue 1,Classic Winger
146,Juan Cruz,RW,2023-2024,23.0,Betis,La Liga,Classic Winger
153,Mohammed Daramy,LW,2023-2024,21.0,Reims,Ligue 1,Classic Winger
159,Romain Del Castillo,RW,2023-2024,27.0,Brest,Ligue 1,Classic Winger
162,Federico Di Francesco,LW,2023-2024,29.0,Lecce,Serie A,Classic Winger
164,Moussa Diaby,RW,2023-2024,24.0,Aston Villa,Premier League,Classic Winger
165,Mamadou Diakhon,RW,2023-2024,17.0,Reims,Ligue 1,Classic Winger
167,Amad Diallo,RW,2023-2024,21.0,Manchester Utd,Premier League,Classic Winger
168,Assane Diao,RW,2023-2024,17.0,Betis,La Liga,Classic Winger
170,Luis Díaz,LW,2023-2024,26.0,Liverpool,Premier League,Classic Winger
172,Justin Diehl,LW,2023-2024,18.0,Köln,Bundesliga,Classic Winger
175,Eren Dinkçi,RW,2023-2024,21.0,Heidenheim,Bundesliga,Classic Winger
176,Sofiane Diop,LW,2023-2024,23.0,Nice,Ligue 1,Classic Winger
177,Ben Doak,RW,2023-2024,17.0,Liverpool,Premier League,Classic Winger
178,Jeremy Doku,RW,2023-2024,21.0,2 Teams,2 Comps,Classic Winger
185,Aron Dønnum,RW,2023-2024,25.0,Toulouse,Ligue 1,Classic Winger
189,Julien Duranville,RW,2023-2024,17.0,Dortmund,Bundesliga,Classic Winger
195,Emmanuel Ekong,RW,2023-2024,21.0,Empoli,Serie A,Classic Winger
197,Anthony Elanga,RW,2023-2024,21.0,Nott'ham Forest,Premier League,Classic Winger
199,Elif Elmas,LW,2023-2024,23.0,2 Teams,2 Comps,Classic Winger
200,Adri Embarba,LW,2023-2024,31.0,Almería,La Liga,Classic Winger
205,Abde Ezzalzouli,LW,2023-2024,21.0,2 Teams,La Liga,Classic Winger
207,Khalil Fayad,LW,2023-2024,19.0,Montpellier,Ligue 1,Classic Winger
211,Ichem Ferrah,RW,2023-2024,17.0,Lille,Ligue 1,Classic Winger
214,Phil Foden,LW,2023-2024,23.0,Manchester City,Premier League,Classic Winger
215,Tiago Fonseca Morais,LW,2023-2024,19.0,Lille,Ligue 1,Classic Winger
216,Omari Forson,RW,2023-2024,19.0,Manchester Utd,Premier League,Classic Winger
219,Jorge de Frutos,RW,2023-2024,26.0,Rayo Vallecano,La Liga,Classic Winger
220,Chris Führich,LW,2023-2024,25.0,Stuttgart,Bundesliga,Classic Winger
225,Cody Gakpo,LW,2023-2024,24.0,Liverpool,Premier League,Classic Winger
228,Álvaro García,LW,2023-2024,30.0,Rayo Vallecano,La Liga,Classic Winger
229,Francisco Jesús Crespo García,LW,2023-2024,27.0,Las Palmas,La Liga,Classic Winger
230,Gonzalo García,RW,2023-2024,19.0,Real Madrid,La Liga,Classic Winger
231,Jastin García,LW,2023-2024,19.0,Girona,La Liga,Classic Winger
233,Rubén García,RW,2023-2024,30.0,Osasuna,La Liga,Classic Winger
234,Alejandro Garnacho,LW,2023-2024,19.0,Manchester Utd,Premier League,Classic Winger
235,Farés Ghedjemis,RW,2023-2024,20.0,Frosinone,Serie A,Classic Winger
236,Bryan Gil,LW,2023-2024,22.0,Tottenham,Premier League,Classic Winger
238,Jamie Gittens,LW,2023-2024,18.0,Dortmund,Bundesliga,Classic Winger
239,Serge Gnabry,RW,2023-2024,28.0,Bayern Munich,Bundesliga,Classic Winger
241,Sergio Gómez,LW,2023-2024,22.0,Manchester City,Premier League,Classic Winger
242,Nicolás González,RW,2023-2024,25.0,Fiorentina,Serie A,Classic Winger
243,Anthony Gordon,LW,2023-2024,22.0,Newcastle Utd,Premier League,Classic Winger
244,Kaide Gordon,RW,2023-2024,18.0,Liverpool,Premier League,Classic Winger
247,Jack Grealish,LW,2023-2024,27.0,Manchester City,Premier League,Classic Winger
252,Gonçalo Guedes,LW,2023-2024,26.0,Villarreal,La Liga,Classic Winger
254,Morgan Guilavogui,RW,2023-2024,25.0,Lens,Ligue 1,Classic Winger
257,Arda Güler,RW,2023-2024,18.0,Real Madrid,La Liga,Classic Winger
260,Robin Hack,LW,2023-2024,24.0,Gladbach,Bundesliga,Classic Winger
265,Luis Henrique,LW,2023-2024,21.0,Marseille,Ligue 1,Classic Winger
266,Luiz Henrique,RW,2023-2024,22.0,Betis,La Liga,Classic Winger
268,Cristian Herrera,LW,2023-2024,32.0,Las Palmas,La Liga,Classic Winger
269,Patrick Herrmann,LW,2023-2024,32.0,Gladbach,Bundesliga,Classic Winger
270,Son Heung-min,LW,2023-2024,31.0,Tottenham,Premier League,Inside Forward
274,Mathias Honsak,LW,2023-2024,26.0,Darmstadt 98,Bundesliga,Classic Winger
278,Callum Hudson-Odoi,LW,2023-2024,22.0,Nott'ham Forest,Premier League,Inside Forward
279,Arijon Ibrahimović,LW,2023-2024,17.0,Frosinone,Serie A,Classic Winger
281,Jonathan Ikone,RW,2023-2024,25.0,Fiorentina,Serie A,Classic Winger
288,Gustav Isaksen,RW,2023-2024,22.0,Lazio,Serie A,Classic Winger
289,Junya Ito,RW,2023-2024,30.0,Reims,Ligue 1,Inside Forward
290,Alex Iwobi,LW,2023-2024,27.0,Fulham,Premier League,Inside Forward
292,Adnan Januzaj,RW,2023-2024,28.0,Sevilla,La Liga,Classic Winger
298,Brennan Johnson,RW,2023-2024,22.0,2 Teams,Premier League,Inside Forward
299,Jeremy Jorge,LW,2023-2024,20.0,Getafe,La Liga,Classic Winger
304,Antoine Joujou,LW,2023-2024,20.0,Le Havre,Ligue 1,Classic Winger
308,Vinicius Júnior,LW,2023-2024,23.0,Real Madrid,La Liga,Inside Forward
309,Julian Justvan,RW,2023-2024,25.0,2 Teams,Bundesliga,Classic Winger
311,Abdoul Kader Bamba,LW,2023-2024,29.0,Nantes,Ligue 1,Classic Winger
312,Tino Kadewere,RW,2023-2024,27.0,2 Teams,Ligue 1,Classic Winger
315,Yayah Kallon,RW,2023-2024,22.0,Hellas Verona,Serie A,Classic Winger
316,Jakub Kamiński,LW,2023-2024,21.0,Wolfsburg,Bundesliga,Classic Winger
318,Lee Kang-in,RW,2023-2024,22.0,Paris S-G,Ligue 1,Inside Forward
319,Jesper Karlsson,LW,2023-2024,25.0,Bologna,Serie A,Classic Winger
320,Silas Katompa,RW,2023-2024,24.0,Stuttgart,Bundesliga,Classic Winger
329,Christian Kouamé,LW,2023-2024,25.0,Fiorentina,Serie A,Classic Winger
332,Takefusa Kubo,RW,2023-2024,22.0,Real Sociedad,La Liga,Inside Forward
333,Mohammed Kudus,RW,2023-2024,22.0,West Ham,Premier League,Inside Forward
334,Dejan Kulusevski,RW,2023-2024,23.0,Tottenham,Premier League,Inside Forward
335,Khvicha Kvaratskhelia,LW,2023-2024,22.0,Napoli,Serie A,Inside Forward
337,Moritz-Broni Kwarteng,LW,2023-2024,25.0,Bochum,Bundesliga,Classic Winger
339,Gaëtan Laborde,RW,2023-2024,29.0,Nice,Ligue 1,Inside Forward
342,Érik Lamela,RW,2023-2024,31.0,Sevilla,La Liga,Classic Winger
344,Didier Lamkel Zé,LW,2023-2024,26.0,Metz,Ligue 1,Classic Winger
348,Armand Lauriente,RW,2023-2024,24.0,Sassuolo,Serie A,Inside Forward
349,Lázaro,RW,2023-2024,21.0,Almería,La Liga,Classic Winger
350,Darko Lazović,LW,2023-2024,32.0,Hellas Verona,Serie A,Inside Forward
351,Jérémy Le Douaron,LW,2023-2024,25.0,Brest,Ligue 1,Classic Winger
352,Rafael Leão,LW,2023-2024,24.0,Milan,Serie A,Inside Forward
354,Jamie Leweling,RW,2023-2024,22.0,Stuttgart,Bundesliga,Inside Forward
355,Keane Lewis-Potter,LW,2023-2024,22.0,Brentford,Premier League,Classic Winger
356,Jesper Lindstrøm,RW,2023-2024,23.0,2 Teams,2 Comps,Classic Winger
362,Dodi Lukebakio,LW,2023-2024,25.0,Sevilla,La Liga,Classic Winger
364,Othmane Maamma,RW,2023-2024,17.0,Montpellier,Ligue 1,Classic Winger
365,Noni Madueke,RW,2023-2024,21.0,Chelsea,Premier League,Classic Winger
368,Linton Maina,LW,2023-2024,24.0,Köln,Bundesliga,Inside Forward
369,Donyell Malen,RW,2023-2024,24.0,Dortmund,Bundesliga,Inside Forward
370,Aaron Malouda,LW,2023-2024,17.0,Lille,Ligue 1,Classic Winger
371,David Mamutovic,RW,2023-2024,22.0,Mainz 05,Bundesliga,Classic Winger
372,Solly March,RW,2023-2024,29.0,Brighton,Premier League,Classic Winger
377,Marquinhos,RW,2023-2024,20.0,Nantes,Ligue 1,Classic Winger
380,Gabriel Martinelli,LW,2023-2024,22.0,Arsenal,Premier League,Inside Forward
382,Marvin,RW,2023-2024,23.0,Las Palmas,La Liga,Classic Winger
388,Kylian Mbappé,LW,2023-2024,24.0,Paris S-G,Ligue 1,Inside Forward
389,Bryan Mbeumo,RW,2023-2024,23.0,Brentford,Premier League,Inside Forward
390,Jordi Mboula,RW,2023-2024,24.0,Hellas Verona,Serie A,Classic Winger
391,Nathanael Mbuku,RW,2023-2024,21.0,Augsburg,Bundesliga,Classic Winger
394,Lucas Michal,LW,2023-2024,18.0,Monaco,Ligue 1,Classic Winger
401,Kaoru Mitoma,LW,2023-2024,26.0,Brighton,Premier League,Inside Forward
403,Stefan Mitrović,LW,2023-2024,20.0,Hellas Verona,Serie A,Classic Winger
409,Diego Moreira,LW,2023-2024,18.0,Lyon,Ligue 1,Classic Winger
417,Mykhailo Mudryk,LW,2023-2024,22.0,Chelsea,Premier League,Classic Winger
422,Jacob Murphy,RW,2023-2024,28.0,Newcastle Utd,Premier League,Inside Forward
424,Nathan N'Goumou,LW,2023-2024,23.0,Gladbach,Bundesliga,Classic Winger
425,Keito Nakamura,LW,2023-2024,23.0,Reims,Ligue 1,Classic Winger
429,Dan Ndoye,RW,2023-2024,22.0,Bologna,Serie A,Classic Winger
431,Reiss Nelson,RW,2023-2024,23.0,Arsenal,Premier League,Classic Winger
432,Pedro Neto,RW,2023-2024,23.0,Wolves,Premier League,Inside Forward
434,Cyril Ngonge,RW,2023-2024,23.0,2 Teams,Serie A,Classic Winger
441,Lukas Nmecha,LW,2023-2024,24.0,Wolfsburg,Bundesliga,Classic Winger
442,Arnaud Nordin,RW,2023-2024,25.0,Montpellier,Ligue 1,Classic Winger
443,Tijjani Noslin,RW,2023-2024,24.0,Hellas Verona,Serie A,Classic Winger
445,Ernest Nuamah,RW,2023-2024,19.0,Lyon,Ligue 1,Inside Forward
451,Lucas Ocampos,LW,2023-2024,29.0,Sevilla,La Liga,Inside Forward
452,Jens Odgaard,RW,2023-2024,24.0,Bologna,Serie A,Classic Winger
456,Michael Olise,RW,2023-2024,21.0,Crystal Palace,Premier League,Inside Forward
